名次,馬號,馬名,騎師,練馬師,排位體重,實際負磅,檔位,頭馬距離,沿途走位,完成時間,獨嬴賠率,horse_info_url,日期,場次,horse_id
10,9,飛躍精英 ,巴度,姚本輝,1082,123.0,1,5-1/2,3 6 6 1 0,1:42.24,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H247,22/11/2023,5,H247
11,8,中華叻叻 ,田泰安,徐雨石,1077,124.0,10,6-1/4,9 1 0 1 1 1 1,1:42.35,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G054,22/11/2023,5,G054
12,3,領頭先駒 ,周俊樂,容天鵬,1045,131.0,6,7,8 7 8 1 2,1:42.45,33.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G313,22/11/2023,5,G313
1,8,獨角獸 ,何澤堯,方嘉柏,1206,124.0,8,-,1 0 9 9 1,1:40.07,2.2,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G466,22/11/2023,3,G466
2,11,得意佳作 ,潘明輝,姚本輝,1068,116.0,7,1,8 7 7 2,1:40.24,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G125,22/11/2023,3,G125
3,9,但求快活 ,董明朗,伍鵬志,1105,122.0,3,2-1/4,6 3 1 3,1:40.42,6.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G133,22/11/2023,3,G133
4,2,多利神駒 ,艾兆禮,黎昭昇,1051,132.0,5,2-1/2,7 8 8 4,1:40.46,37.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G292,22/11/2023,3,G292
5,7,健者 ,潘頓,蔡約翰,1147,127.0,2,2-3/4,5 6 6 5,1:40.51,7.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H312,22/11/2023,3,H312
6,10,大登殿 ,巴度,賀賢,965,120.0,6,3-1/4,9 1 0 1 0 6,1:40.58,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G172,22/11/2023,3,G172
7,4,赤兔猴王 ,蔡明紹,告東尼,1087,131.0,11,4,2 2 2 7,1:40.69,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H188,22/11/2023,3,H188
8,1,冠寶駒 ,楊明綸,大衛希斯,1077,135.0,4,5-1/4,4 5 5 8,1:40.92,26.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D359,22/11/2023,3,D359
9,12,符號 ,巫顯東,徐雨石,1007,114.0,9,6,1 1 1 1 1 2 9,1:41.04,64.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E194,22/11/2023,3,E194
10,5,馬梟雄 ,田泰安,蘇偉賢,1181,130.0,1,7-1/4,3 4 4 1 0,1:41.22,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G410,22/11/2023,3,G410
11,3,獎星 ,希威森,羅富全,1158,131.0,10,8-1/2,1 2 1 2 1 1 1 1,1:41.43,109.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H087,22/11/2023,3,H087
12,6,協奏曲 ,霍宏聲,丁冠豪,1039,129.0,12,8-3/4,1 1 3 1 2,1:41.48,32.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E176,22/11/2023,3,E176
1,3,萬眾開心 ,何澤堯,黎昭昇,1135,132.0,11,-,8 8 1,0:57.51,6.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H208,22/11/2023,4,H208
2,10,超額認購 ,巴度,賀賢,1187,119.0,6,1/2,6 7 2,0:57.62,7.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C361,22/11/2023,4,C361
3,2,華麗活力 ,希威森,羅富全,1106,132.0,12,1-1/4,9 1 0 3,0:57.70,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G051,22/11/2023,4,G051
 4,9,天分高 ,蔡明紹,方嘉柏,1034,122.0,1,1-3/4,7 6 4,0:57.77,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H046,22/11/2023,4,H046
5,1,天火同人 ,霍宏聲,韋達,1107,135.0,4,1-3/4,5 5 5,0:57.79,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E175,22/11/2023,4,E175
6,7,鑽飾翱翔 ,潘明輝,姚本輝,1206,123.0,2,2,2 2 6,0:57.83,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G201,22/11/2023,4,G201
7,11,龍之威 ,楊明綸,鄭俊偉,1197,117.0,9,2-3/4,1 0 9 7,0:57.97,146.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G464,22/11/2023,4,G464
8,4,奇寶 ,艾道拿,蔡約翰,1209,132.0,3,3-1/4,1 2 1 1 8,0:58.04,7.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E386,22/11/2023,4,E386
9,8,電路七號 ,潘頓,告東尼,1139,123.0,7,3-3/4,1 4 9,0:58.12,5.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D474,22/11/2023,4,D474
10,5,龍東傳承 ,梁家俊,文家良,1265,128.0,8,4-1/2,3 1 1 0,0:58.25,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E158,22/11/2023,4,E158
11,12,佳尊三 ,艾兆禮,蘇偉賢,1114,117.0,10,5-1/2,1 1 1 2 1 1,0:58.40,26.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D186,22/11/2023,4,D186
12,6,盈笑 ,田泰安,伍鵬志,1068,128.0,5,7-3/4,4 3 1 2,0:58.77,5.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J014,22/11/2023,4,J014
1,12,錶之量子 ,田泰安,伍鵬志,1130,117.0,7,-,8 8 7 1,1:39.81,3.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H166,22/11/2023,7,H166
2,6,電子傳奇 ,蔡明紹,文家良,1126,122.0,3,2-1/4,3 3 3 2,1:40.16,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G028,22/11/2023,7,G028
3,5,川河冠駒 ,希威森,方嘉柏,1060,123.0,5,2-3/4,9 1 0 8 3,1:40.26,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G139,22/11/2023,7,G139
 4,11,機緣醉夢 ,楊明綸,鄭俊偉,1113,118.0,4,3-1/2,4 4 4 4,1:40.37,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J054,22/11/2023,7,J054
5,1,總理 ,梁家俊,姚本輝,1159,135.0,1,3-1/2,7 6 6 5,1:40.38,7.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D288,22/11/2023,7,D288
6,2,亞機拉 ,巴度,告東尼,1074,132.0,10,3-3/4,2 2 2 6,1:40.41,8.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H113,22/11/2023,7,H113
7,8,馬爾代夫 ,艾道拿,賀賢,1166,120.0,9,4-1/4,1 1 1 1 9 7,1:40.49,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D329,22/11/2023,7,D329
8,7,紅運掌聲 ,賀銘年,蔡約翰,1039,121.0,2,8,6 7 1 0 8,1:41.10,51.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J017,22/11/2023,7,J017
9,4,嘉寶神駒 ,嘉里,黎昭昇,1081,123.0,11,9-1/4,1 2 1 2 1 2 9,1:41.31,81.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H329,22/11/2023,7,H329
10,9,赤馬雄風 ,潘明輝,大衛希斯,1247,117.0,6,10,5 5 5 1 0,1:41.43,34.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E028,22/11/2023,7,E028
11,10,十八掌 ,何澤堯,沈集成,1215,119.0,12,14,1 0 9 1 1 1 1,1:42.04,8.9,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H033,22/11/2023,7,H033
12,3,能文能武 ,潘頓,呂健威,1208,127.0,8,29-3/4,1 1 1 1 2,1:44.58,6.5,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G269,22/11/2023,7,G269
1,7,快搏 ,董明朗,賀賢,1100,124.0,9,-,1 1 9 1,1:10.10,15.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E434,22/11/2023,8,E434
 2,8,有財有勢 ,嘉里,蔡約翰,1083,122.0,6,頸位,9 1 1 2,1:10.16,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H037,22/11/2023,8,H037
 3,2,勇敢巨星 ,希威森,呂健威,1113,129.0,10,1/2,3 3 3,1:10.18,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G268,22/11/2023,8,G268
 4,3,縱橫萬里 ,霍宏聲,容天鵬,1238,129.0,1,1/2,1 1 4,1:10.19,5.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H264,22/11/2023,8,H264
5 平頭馬,4,金佰令 ,艾兆禮,姚本輝,1209,128.0,7,3/4,1 0 1 0 5,1:10.21,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G434,22/11/2023,8,G434
5 平頭馬,9,跑得好快 ,艾道拿,黎昭昇,1141,122.0,11,3/4,1 2 1 2 5,1:10.21,43.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J020,22/11/2023,8,J020
7,10,勇威神駒 ,何澤堯,沈集成,1139,121.0,2,1-1/4,4 4 7,1:10.31,3.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G471,22/11/2023,8,G471
8,5,鈁糖武士 ,陳嘉熙,方嘉柏,1107,121.0,4,1-3/4,6 8 8,1:10.36,5.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G016,22/11/2023,8,G016
9,6,顏色大皇 ,潘頓,告東尼,1049,124.0,8,2,2 2 9,1:10.42,5.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H167,22/11/2023,8,H167
10,1,越駿知己 ,巴度,羅富全,1149,131.0,5,2-1/4,7 7 1 0,1:10.46,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G033,22/11/2023,8,G033
11,12,飛漲 ,田泰安,韋達,1109,121.0,12,2-1/4,8 6 1 1,1:10.48,26.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G131,22/11/2023,8,G131
12,11,肥仔醒醒 ,梁家俊,大衛希斯,1186,121.0,3,11-1/4,5 5 1 2,1:11.89,41.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G357,22/11/2023,8,G357
1,10,福星 ,艾道拿,賀賢,1046,126.0,3,-,6 6 1,1:09.25,7.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H239,19/11/2023,1,H239
2,6,雙贏 ,周俊樂,容天鵬,1126,125.0,10,3/4,1 2 2,1:09.38,62.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H382,19/11/2023,1,H382
3,1,揚揚大道 ,蔡明紹,羅富全,1195,135.0,2,2-1/4,9 1 0 3,1:09.59,9.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G050,19/11/2023,1,G050
4,7,手錶之星 ,潘頓,丁冠豪,1148,127.0,4,2-3/4,4 4 4,1:09.69,8.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H483,19/11/2023,1,H483
5,5,善傳香江 ,梁家俊,文家良,1236,128.0,7,3,2 1 5,1:09.71,45.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G283,19/11/2023,1,G283
6,8,浪漫梟雄 ,田泰安,沈集成,1150,127.0,1,3-1/4,8 7 6,1:09.75,1.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H482,19/11/2023,1,H482
7,3,勇創派對 ,希威森,呂健威,1043,133.0,6,3-3/4,1 1 9 7,1:09.85,25.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E368,19/11/2023,1,E368
8,12,喜傲龍 ,何澤堯,方嘉柏,1194,120.0,8,5,1 2 1 1 8,1:10.04,27.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E352,19/11/2023,1,E352
9,13,投資有利 ,董明朗,韋達,1134,120.0,12,5-1/4,5 5 9,1:10.09,32.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G025,19/11/2023,1,G025
10,2,喜喜任務 ,霍宏聲,廖康銘,1107,134.0,13,5-1/4,7 8 1 0,1:10.10,43.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H050,19/11/2023,1,H050
11,4,九運 ,巴度,葉楚航,1127,131.0,9,5-1/4,1 3 1 3 1 1,1:10.10,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E443,19/11/2023,1,E443
12,14,醒目勇駒 ,艾兆禮,蘇偉賢,1135,116.0,5,6-3/4,1 0 1 2 1 2,1:10.32,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2017_B456,19/11/2023,1,B456
13,9,陽光燦爛 ,賀銘年,伍鵬志,1117,127.0,14,8-1/4,1 4 1 4 1 3,1:10.57,126.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H484,19/11/2023,1,H484
14,11,美麗同心 ,楊明綸,黎昭昇,1273,124.0,11,16-1/4,3 3 1 4,1:11.86,220.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H414,19/11/2023,1,H414
WV,"
",八威小子 ,潘明輝,鄭俊偉,---,121.0,---,---,,---,---,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G239,19/11/2023,1,G239
1,4,精算暴雪 ,潘頓,蔡約翰,1083,130.0,11,-,5 4 1,1:08.91,2.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H368,19/11/2023,3,H368
2,12,龍城強將 ,董明朗,韋達,1032,119.0,3,1/2,4 5 2,1:09.02,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H095,19/11/2023,3,H095
3,8,華麗再勝 ,田泰安,沈集成,1179,127.0,10,2,1 1 3,1:09.24,4.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J008,19/11/2023,3,J008
4,11,超好運 ,何澤堯,姚本輝,1173,125.0,6,2-1/2,3 3 4,1:09.30,5.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G388,19/11/2023,3,G388
5,7,堅闖 ,艾兆禮,伍鵬志,1052,127.0,7,3-3/4,9 6 5,1:09.52,31.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2023_J015,19/11/2023,3,J015
6,13,喜報圍家 ,潘明輝,黎昭昇,1163,115.0,8,4-1/4,1 3 1 2 6,1:09.58,73.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G437,19/11/2023,3,G437
7,6,十二神將 ,蔡明紹,蘇偉賢,1103,127.0,5,6-3/4,1 0 9 7,1:09.98,88.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H435,19/11/2023,3,H435
8,5,佳運發 ,希威森,大衛希斯,1161,128.0,9,6-3/4,2 2 8,1:10.01,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E435,19/11/2023,3,E435
9,10,威力飛彈 ,周俊樂,鄭俊偉,1207,124.0,4,9,6 7 9,1:10.33,17.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G210,19/11/2023,3,G210
10,1,高明駿將 ,霍宏聲,呂健威,1059,135.0,2,9-1/4,1 1 1 3 1 0,1:10.39,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C511,19/11/2023,3,C511
11,3,神舟皓祥 ,梁家俊,丁冠豪,1127,131.0,12,10,1 2 1 1 1 1,1:10.50,178.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G373,19/11/2023,3,G373
12,14,威望 ,賀銘年,葉楚航,1068,118.0,1,11-1/4,7 1 0 1 2,1:10.70,132.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H314,19/11/2023,3,H314
13,2,勝利才子 ,黃智弘,方嘉柏,1259,123.0,14,11-1/4,8 8 1 3,1:10.71,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E091,19/11/2023,3,E091
14,9,開心歡欣 ,楊明綸,徐雨石,1126,127.0,13,12-1/2,1 4 1 4 1 4,1:10.92,184.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H372,19/11/2023,3,H372
1,5,宜春火力 ,賀銘年,韋達,1103,132.0,3,-,4 3 3 1,1:22.17,12.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G237,19/11/2023,1,G237
2,11,威之星 ,田泰安,賀賢,1127,122.0,7,1-1/4,1 0 8 6 2,1:22.36,19.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E132,19/11/2023,1,E132
 3,3,潮州精神 ,巴度,文家良,1205,133.0,9,1-3/4,1 2 1 1 9 3,1:22.43,14.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H175,19/11/2023,1,H175
4,6,大紅袍 ,希威森,羅富全,1200,131.0,2,1-3/4,1 1 1 4,1:22.44,5.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E445,19/11/2023,1,E445
5,7,金鎗武士 ,何澤堯,呂健威,1207,124.0,6,2-1/4,6 6 8 5,1:22.53,3.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H024,19/11/2023,1,H024
6,10,風繼續吹 ,艾兆禮,鄭俊偉,1158,123.0,8,2-1/4,8 1 0 1 0 6,1:22.53,33.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E471,19/11/2023,1,E471
7,4,精算謀略 ,潘頓,蔡約翰,1145,133.0,11,2-1/4,7 7 7 7,1:22.54,3.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H237,19/11/2023,1,H237
8,14,連連歡呼 ,董明朗,伍鵬志,1299,120.0,14,2-1/4,1 4 1 4 1 2 8,1:22.55,24.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G195,19/11/2023,1,G195
9,1,勇敢夢想 ,蔡明紹,告東尼,1100,135.0,1,3,5 5 4 9,1:22.65,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G156,19/11/2023,1,G156
10,12,快快盈 ,梁家俊,大衛希斯,1075,121.0,4,3-3/4,3 4 5 1 0,1:22.76,224.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H393,19/11/2023,1,H393
11,9,今朝更好 ,嘉里,廖康銘,1110,123.0,10,4,9 9 1 1 1 1,1:22.80,259.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H361,19/11/2023,1,H361
12,8,炯炯有神 ,楊明綸,告東尼,1153,124.0,13,5-1/4,1 1 1 2 1 3 1 2,1:23.02,63.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H341,19/11/2023,1,H341
13,13,雪山神駒 ,潘明輝,沈集成,1036,119.0,12,5-1/2,1 3 1 3 1 4 1 3,1:23.06,184.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G433,19/11/2023,1,G433
14,2,怡勁力 ,艾道拿,黎昭昇,1211,134.0,5,6,2 2 2 1 4,1:23.13,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H141,19/11/2023,1,H141
1,6,直線力山 ,何澤堯,方嘉柏,1107,123.0,6,-,7 7 6 4 1,2:01.84,5.7,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G435,19/11/2023,9,G435
2,7,知足常樂 ,潘頓,羅富全,1126,123.0,3,3/4,2 2 2 2 2,2:01.96,2.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G448,19/11/2023,9,G448
 3,3,發財先鋒 ,梁家俊,羅富全,1142,123.0,8,1,1 1 1 1 3,2:02.01,7.6,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G171,19/11/2023,9,G171
4,9,觔斗雲 ,董明朗,姚本輝,1153,123.0,1,1,3 5 4 3 4,2:02.02,13.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E249,19/11/2023,9,E249
5,2,多巴先生 ,希威森,方嘉柏,1166,123.0,2,2-1/4,5 6 7 6 5,2:02.19,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G103,19/11/2023,9,G103
6,8,當年情 ,田泰安,告東尼,1000,123.0,7,2-1/2,9 9 9 9 6,2:02.24,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G371,19/11/2023,9,G371
7,4,錶之五知 ,巴度,告東尼,1012,123.0,4,2-3/4,4 4 5 5 7,2:02.30,5.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G286,19/11/2023,9,G286
8,1,將王 ,蔡明紹,韋達,1161,128.0,9,4,8 8 8 8 8,2:02.46,18.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E198,19/11/2023,9,E198
9,5,龍鼓飛揚 ,艾兆禮,伍鵬志,1186,123.0,5,9-1/2,6 3 3 7 9,2:03.38,23.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C120,19/11/2023,9,C120
1,7,安騁 ,艾道拿,蔡約翰,1065,126.0,12,-,6 6 5 6 1,2:00.93,4.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H452,19/11/2023,6,H452
2,6,包裝旋風 ,何澤堯,方嘉柏,985,128.0,9,頸位,4 4 4 4 2,2:00.99,16.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H137,19/11/2023,6,H137
3,8,博才 ,霍宏聲,蘇偉賢,1119,124.0,2,3/4,3 3 3 3 3,2:01.04,6.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H062,19/11/2023,6,H062
 4,10,常拼常勇 ,潘明輝,姚本輝,1126,120.0,3,1-1/4,2 2 2 2 4,2:01.14,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E306,19/11/2023,6,E306
5,11,多多勇駒 ,董明朗,鄭俊偉,1033,119.0,4,1-1/2,5 5 6 5 5,2:01.16,11.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G144,19/11/2023,6,G144
6,13,翔龍再現 ,巴度,賀賢,1233,117.0,8,2-1/2,1 2 1 2 1 2 1 1 6,2:01.32,42.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2020_E452,19/11/2023,6,E452
7,4,都靈福星 ,潘頓,伍鵬志,1106,131.0,7,2-1/2,7 7 8 8 7,2:01.33,8.8,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H165,19/11/2023,6,H165
8,9,發財秘笈 ,艾兆禮,伍鵬志,1030,122.0,10,2-3/4,1 1 1 1 1 1 1 3 8,2:01.36,4.4,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G303,19/11/2023,6,G303
9,12,手到再來 ,楊明綸,伍鵬志,1147,118.0,1,3-1/4,1 1 1 1 9,2:01.46,8.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H429,19/11/2023,6,H429
10,5,摩界 ,希威森,容天鵬,1090,129.0,5,3-3/4,8 8 7 7 1 0,2:01.55,35.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H445,19/11/2023,6,H445
11,1,自然力量 ,田泰安,姚本輝,1140,135.0,13,4-3/4,1 3 1 3 1 3 1 2 1 1,2:01.70,55.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2018_C461,19/11/2023,6,C461
12,3,加州偟者 ,蔡明紹,告東尼,1089,131.0,11,5,9 9 9 9 1 2,2:01.73,22.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2022_H258,19/11/2023,6,H258
13,2,魅力知遇 ,嘉里,蔡約翰,1162,134.0,6,5,1 0 1 0 1 0 1 0 1 3,2:01.73,28.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G426,19/11/2023,6,G426
1,1,金鑽貴人 ,潘頓,文家良,1209,128.0,5,-,4 4 1,1:08.42,1.3,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G180,19/11/2023,7,G180
2,6,維港智能 ,田泰安,沈集成,1100,123.0,4,頸位,1 1 2,1:08.46,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2021_G404,19/11/2023,7,G404
3,2,福逸 ,巴度,黎昭昇,1168,128.0,1,1,3 3 3,1:08.59,6.1,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D176,19/11/2023,7,D176
4,3,好眼光 ,艾道拿,蔡約翰,1152,123.0,7,3-1/4,2 2 4,1:08.93,10.0,https://racing.hkjc.com//racing/information/chinese/Horse/Horse.aspx?HorseId=HK_2019_D375,19/11/2023,7,D375
